484,cpu%_package-0,1.47489
484,freq_package-0,2642813.75
424,psys-1,13.17831
424,core-0,2.07877
424,package-0,4.68969
424,uncore-0,0.24542
424,package-global,4.68969
424,cpu%_package-global,1.47474
424,cpu%_package-0,1.47535
424,freq_package-0,2457261.875
500,psys-1,13.31127
500,core-0,2.21819
500,package-0,4.821
500,uncore-0,0.23961
500,package-global,4.821
500,cpu%_package-global,1.53894
500,cpu%_package-0,1.53833
500,freq_package-0,2254609.625
440,psys-1,13.33505
440,core-0,2.23508
440,package-0,4.84214
440,uncore-0,0.24738
440,package-global,4.84214
440,cpu%_package-global,1.57035
440,cpu%_package-0,1.53912
440,freq_package-0,3093882.5
516,psys-1,13.45009
516,core-0,2.33623
516,package-0,4.98048
516,uncore-0,0.28355
516,package-global,4.98048
516,cpu%_package-global,1.81989
516,cpu%_package-0,1.87988
516,freq_package-0,1028591.25
456,psys-1,13.43547
456,core-0,2.32381
456,package-0,4.96625
456,uncore-0,0.28295
456,package-global,4.96625
456,cpu%_package-global,1.81989
456,cpu%_package-0,1.81802
456,freq_package-0,2495195.0
175,psys-1,13.30729
175,core-0,2.2344
175,package-0,4.86617
175,uncore-0,0.27314
175,package-global,4.86617
175,cpu%_package-global,1.65704
175,cpu%_package-0,1.6809
175,freq_package-0,2549965.0
532,psys-1,13.77289
532,core-0,2.44246
532,package-0,5.16508
532,uncore-0,0.30574
532,package-global,5.16508
532,cpu%_package-global,1.85302
532,cpu%_package-0,1.85218
532,freq_package-0,2736986.625
160,psys-1,13.23777
160,core-0,2.20259
160,package-0,4.82241
160,uncore-0,0.26725
160,package-global,4.82241
160,cpu%_package-global,1.60723
160,cpu%_package-0,1.65635
160,freq_package-0,2532052.625
145,psys-1,13.21766
145,core-0,2.19513
145,package-0,4.80726
145,uncore-0,0.26454
145,package-global,4.80726
145,cpu%_package-global,1.60723
145,cpu%_package-0,1.6317
145,freq_package-0,2319571.75
115,psys-1,13.21322
115,core-0,2.19531
115,package-0,4.80773
115,uncore-0,0.26458
115,package-global,4.80773
115,cpu%_package-global,1.60723
115,cpu%_package-0,1.63134
115,freq_package-0,2653632.5
130,psys-1,13.21492
130,core-0,2.19472
130,package-0,4.80711
130,uncore-0,0.26486
130,package-global,4.80711
130,cpu%_package-global,1.60723
130,cpu%_package-0,1.63115
130,freq_package-0,2114326.875
85,psys-1,13.20998
85,core-0,2.1919
85,package-0,4.80383
85,uncore-0,0.26448
85,package-global,4.80383
85,cpu%_package-global,1.58252
85,cpu%_package-0,1.58144
85,freq_package-0,1920916.5
100,psys-1,13.2074
100,core-0,2.19167
100,package-0,4.80246
100,uncore-0,0.26404
100,package-global,4.80246
100,cpu%_package-global,1.58212
100,cpu%_package-0,1.58231
100,freq_package-0,1542931.625
70,psys-1,13.20759
70,core-0,2.19283
70,package-0,4.80377
70,uncore-0,0.26351
70,package-global,4.80377
70,cpu%_package-global,1.60683
70,cpu%_package-0,1.58195
70,freq_package-0,1807395.25
55,psys-1,13.20899
55,core-0,2.19312
55,package-0,4.80399
55,uncore-0,0.26345
55,package-global,4.80399
55,cpu%_package-global,1.60683
55,cpu%_package-0,1.58231
55,freq_package-0,1807395.25
412,psys-1,13.4238
412,core-0,2.29596
412,package-0,4.94994
412,uncore-0,0.29668
412,package-global,4.94994
412,cpu%_package-global,1.60226
412,cpu%_package-0,1.53897
412,freq_package-0,2194534.375
40,psys-1,13.20843
40,core-0,2.19137
40,package-0,4.80205
40,uncore-0,0.26353
40,package-global,4.80205
40,cpu%_package-global,1.60723
40,cpu%_package-0,1.58144
40,freq_package-0,2194534.375
472,psys-1,13.44341
472,core-0,2.29966
472,package-0,4.95783
472,uncore-0,0.29627
472,package-global,4.95783
472,cpu%_package-global,1.60327
472,cpu%_package-0,1.5411
472,freq_package-0,1552113.75
548,psys-1,13.71492
548,core-0,2.38964
548,package-0,5.13631
548,uncore-0,0.34392
548,package-global,5.13631
548,cpu%_package-global,1.82161
548,cpu%_package-0,1.75883
548,freq_package-0,3311084.625
488,psys-1,14.22386
488,core-0,2.60373
488,package-0,5.46922
488,uncore-0,0.40568
488,package-global,5.46922
488,cpu%_package-global,2.10427
488,cpu%_package-0,2.07315
488,freq_package-0,2139174.0
428,psys-1,14.23797
428,core-0,2.60908
428,package-0,5.47732
428,uncore-0,0.40392
428,package-global,5.47732
428,cpu%_package-global,2.10361
428,cpu%_package-0,2.07331
428,freq_package-0,2372794.125
504,psys-1,13.64889
504,core-0,2.29866
504,package-0,5.0788
504,uncore-0,0.3604
504,package-global,5.0788
504,cpu%_package-global,1.81989
504,cpu%_package-0,1.88163
504,freq_package-0,2475780.25
444,psys-1,13.6151
444,core-0,2.28358
444,package-0,5.05284
444,uncore-0,0.35273
444,package-global,5.05284
444,cpu%_package-global,1.78852
444,cpu%_package-0,1.88055
444,freq_package-0,2440537.0
520,psys-1,12.96888
520,core-0,2.01489
520,package-0,4.61189
520,uncore-0,0.27364
520,package-global,4.61189
520,cpu%_package-global,1.53653
520,cpu%_package-0,1.50417
520,freq_package-0,2701687.125
460,psys-1,12.95682
460,core-0,2.00971
460,package-0,4.60172
460,uncore-0,0.2723
460,package-global,4.60172
460,cpu%_package-global,1.50565
460,cpu%_package-0,1.53708
460,freq_package-0,2651312.125
536,psys-1,12.62981
536,core-0,1.90521
536,package-0,4.41493
536,uncore-0,0.24687
536,package-global,4.41493
536,cpu%_package-global,1.44201
536,cpu%_package-0,1.41121
536,freq_package-0,3000000.0
416,psys-1,12.67093
416,core-0,1.94221
416,package-0,4.45154
416,uncore-0,0.25203
416,package-global,4.45154
416,cpu%_package-global,1.47382
416,cpu%_package-0,1.53434
416,freq_package-0,1781170.25
476,psys-1,12.67323
476,core-0,1.94071
476,package-0,4.44982
476,uncore-0,0.25163
476,package-global,4.44982
476,cpu%_package-global,1.47335
476,cpu%_package-0,1.53434
476,freq_package-0,1756210.375
552,psys-1,12.10374
552,core-0,1.71908
552,package-0,4.08589
552,uncore-0,0.18941
552,package-global,4.08589
552,cpu%_package-global,1.19122
552,cpu%_package-0,1.22128
552,freq_package-0,2686642.75
180,psys-1,12.38396
180,core-0,1.79833
180,package-0,4.2442
180,uncore-0,0.22014
180,package-global,4.2442
180,cpu%_package-global,1.25471
180,cpu%_package-0,1.25433
180,freq_package-0,2686642.75
165,psys-1,12.46495
165,core-0,1.84006
165,package-0,4.29959
165,uncore-0,0.22669
